Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,HALLMARK_KRAS_SIGNALING_DN,-0.2532664456368059,-1.2907996053131712,0.08,0.5227272727272728,0.73,10/24,19.82%,TFAP2B;PKP1;SCN10A;ACTC1;NOS1;PAX4;ATP6V1B1;EPHA5;TAS2R4;SYNPO
prerank,HALLMARK_MYOGENESIS,-0.25132896411976413,-1.2607004149046472,0.2,0.45170454545454547,0.78,11/21,27.97%,TNNT2;ACTC1;NOS1;TGFB1;DAPK2;MYBPH;ITGB4;CFD;EPHB3;SLC6A8;SORBS3
prerank,HALLMARK_APOPTOSIS,0.3508414965098463,1.251815146185426,0.17333333333333334,0.47612612612612615,0.97,11/21,29.69%,IL1A;IL6;EREG;CD69;JUN;PMAIP1;TOP2A;IL1B;AVPR1A;ATF3;CD38
prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.21977747489093058,-1.2282845022289626,0.21739130434782608,0.41363636363636364,0.84,8/24,17.19%,EGFR;CCL5;HLA-DMA;LTB;IGSF6;HLA-DRA;INHBB;TGFB1
prerank,HALLMARK_GLYCOLYSIS,-0.2636724783423809,-1.1940620761660778,0.1935483870967742,0.4034090909090909,0.87,4/18,6.44%,CLDN9;EGFR;SOX9;B3GNT3
prerank,HALLMARK_HYPOXIA,-0.24777983362827652,-1.1768505473195863,0.14705882352941177,0.36363636363636365,0.89,4/21,4.42%,EGFR;CDKN1C;BGN;PKP1
prerank,HALLMARK_COAGULATION,0.2957087631667788,1.1563387083264507,0.4,0.6347297297297299,1.0,7/20,20.54%,F3;THBS1;MMP8;P2RY1;OLR1;SERPINB2;PROS1
prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.22784471575565557,1.0949884832589192,0.3382352941176471,0.6888206388206387,1.0,26/35,54.38%,CCL2;IL6;CXCL10;CD69;HLA-B;VCAM1;CMPK2;TNFAIP3;CXCL11;IFI44L;CD38;IRF7;USP18;IFI44;MTHFD2;DDX60;PDE4B;NFKBIA;IL15;CDKN1A;IRF4;ARID5B;OAS3;HIF1A;LAP3;LGALS3BP
prerank,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.287947325746329,1.0889902188524008,0.4,0.6440315315315316,1.0,13/16,54.38%,CXCL10;CMPK2;CXCL11;IFI44L;IRF7;USP18;IFI44;SAMD9;DDX60;IL15;CCRL2;LAP3;LGALS3BP
prerank,HALLMARK_HEME_METABOLISM,0.2626533742331287,0.9776525874620171,0.4626865671641791,0.7887733887733888,1.0,16/16,73.89%,H4C3;RHAG;ELL2;GYPA;SLC7A11;TENT5C;SPTA1;TFRC;RNF19A;ASNS;UCP2;HEBP1;SLC25A37;DMTN;SLC6A8;HBB
prerank,HALLMARK_UV_RESPONSE_DN,0.23270072970858424,0.9682067658909493,0.6056338028169014,0.7472972972972973,1.0,13/22,44.55%,ID1;F3;TFPI;LTBP1;PRKAR2B;SCHIP1;LDLR;CDC42BPA;ITGB3;LAMC1;AKT3;SMAD7;PPARG
prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.23996565238381273,0.9158141596622812,0.5,0.7781981981981981,1.0,10/18,37.84%,IL6;CXCL3;CXCL10;JUN;CXCL11;LEPR;IL1B;CD38;ITGB3;PDGFC
prerank,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.21425833652740514,-0.8951841385158997,0.5833333333333334,0.7457386363636362,0.99,15/15,78.73%,ACTG1;CBS;FDFT1;ECH1;S100A11;SQLE;LGMN;SCD;GLDC;PPARG;CYP51A1;LDLR;ATF3;AVPR1A;STARD4
prerank,HALLMARK_COMPLEMENT,0.18006399624447095,0.8864079928574179,0.5616438356164384,0.7821790540540541,1.0,14/32,35.56%,F3;IL6;MMP8;LTF;OLR1;TNFAIP3;SERPINB2;C1QC;ZFPM2;TFPI2;DUSP5;IRF7;ADAM9;SCG3
prerank,HALLMARK_ANDROGEN_RESPONSE,0.21594704787645122,0.8818714586672434,0.6029411764705882,0.7406200317965024,1.0,17/18,71.11%,SPDEF;ELL2;ZBTB10;MERTK;ABCC4;SLC38A2;ARID5B;LMAN1;ITGAV;SCD;UAP1;INSIG1;CDK6;NKX3-1;ALDH1A3;CCND1;STEAP4
prerank,HALLMARK_ESTROGEN_RESPONSE_LATE,0.19928767739110265,0.8734577892808253,0.6025641025641025,0.7141891891891892,1.0,22/30,55.68%,AREG;LTF;STIL;DUSP2;PLK4;PRKAR2B;NRIP1;TOP2A;KIF20A;TFPI2;CDC6;RBBP8;PTGER3;COX6C;SLC1A4;FOS;UNC13B;PRLR;MYOF;EGR3;SLC7A5;IL6ST
prerank,HALLMARK_IL2_STAT5_SIGNALING,-0.16483094284364985,-0.8519088669979993,0.7391304347826086,0.7449494949494949,0.99,3/21,5.72%,CDKN1C;LTB;IL1R2
prerank,HALLMARK_SPERMATOGENESIS,0.18953680052815644,0.8243702451782355,0.6470588235294118,0.7492887624466571,1.0,17/25,48.86%,CDK1;TTK;DMC1;DCC;HSPA2;SLC2A5;BUB1;NCAPH;NEK2;CDKN3;KIF2C;SCG3;CLGN;JAM3;H1-6;CCNB2;AURKA
prerank,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.1500368063050958,-0.7521701368658871,0.9,0.7897727272727273,0.99,17/24,49.24%,MLPH;CBFA2T3;KAZN;INHBB;CISH;FDFT1;ANXA9;CCND1;SLC27A2;LRIG1;KLF10;IL6ST;SLC7A5;EGR3;TIPARP;MYOF;MED13L
prerank,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14127921233193375,0.7386375409075633,0.7105263157894737,0.8092567567567568,1.0,17/41,35.94%,CXCL8;AREG;THBS1;IL6;PTX3;JUN;VCAM1;TNFAIP3;SDC1;PLOD2;TFPI2;CALD1;INHBA;PCOLCE2;VCAN;ITGB3;LAMC1
prerank,HALLMARK_UV_RESPONSE_UP,0.14954484546797087,0.6128851969910483,0.9142857142857143,0.8959459459459459,1.0,6/20,26.60%,CXCL2;IL6;HSPA2;NR4A1;HSPA13;ATF3
